0,0,0,-2,-2
0.002,0,0,-2,-2
0.004,0,0,-2,-2
0.006,0,0,-2,-2
0.008,-2.0474,-0.068247,-2,-2
0.01,-3.2895,-0.11374,-2,-2
0.012,-5.1395,-0.18199,-2,-2
0.014,-7.5611,-0.27299,-2,-2
0.016,-10.52,-0.38673,-2,-2
0.018,-13.301,-0.50048,-2,-2
0.02,-15.915,-0.61422,-2,-2
0.022,-18.373,-0.72797,-2,-2
0.024,-19.318,-0.79622,-2,-2
0.026,-19.524,-0.84171,-2,-2
0.028,-19.717,-0.88721,-2,-2
0.03,-19.899,-0.93271,-2,-2
0.032,-20.752,-1.001,-2,-2
0.034,-22.92,-1.1147,-2,-2
0.036,-24.957,-1.2284,-2,-2
0.038,-26.872,-1.3422,-2,-2
0.04,-30.037,-1.5014,-2,-2
0.042,-32.329,-1.6379,-2,-2
0.044,-35.167,-1.7972,-2,-2
0.046,-38.517,-1.9792,-2,-2
0.048,-40.983,-2.1384,-2,-2
0.05,-44.666,-2.3431,-2,-2
0.052,-47.446,-2.5251,-2,-2
0.054,-50.059,-2.7071,-2,-2
0.056,-52.515,-2.8891,-2,-2
0.058,-55.507,-3.0939,-2,-2
0.06,-58.318,-3.2986,-2,-2
0.062,-60.279,-3.4806,-2,-2
0.064,-62.805,-3.6853,-2,-2
0.066,-64.496,-3.8673,-2,-2
0.068,-66.768,-4.0721,-2,-2
0.07,-65.492,-4.1631,-2,-2
0.072,-67.705,-4.3678,-2,-2
0.074,-69.785,-4.5725,-2,-2
0.076,-72.422,-4.8,-2,-2
0.078,-74.902,-5.0275,-2,-2
0.08,-77.915,-5.2778,-2,-2
0.082,-80.747,-5.528,-2,-2
0.084,-83.41,-5.7782,-2,-2
0.086,-86.595,-6.0512,-2,-2
0.088,-88.906,-6.3015,-2,-2
0.09,-91.761,-6.5745,-2,-2
0.092,-95.128,-6.8702,-2,-2
0.094,-97.61,-7.1432,-2,-2
0.096,-99.943,-7.4162,-2,-2
0.098,-102.82,-7.7119,-2,-2
0.1,-104.84,-7.9849,-2,-2
0.102,-107.42,-8.2806,-2,-2
0.104,-109.85,-8.5764,-2,-2
0.106,-112.81,-8.8949,-2,-2
0.108,-114.91,-9.1906,-2,-2
0.11,-117.57,-9.5091,-2,-2
0.112,-120.07,-9.8276,-2,-2
0.114,-117.65,-9.9868,-2,-2
0.116,-120.14,-10.305,-2,-2
0.118,-122.49,-10.624,-2,-2
0.12,-125.38,-10.965,-2,-2
0.122,-127.41,-11.284,-2,-2
0.124,-130,-11.625,-2,-2
0.126,-132.44,-11.966,-2,-2
